"Symbol","price","grahamNumber","yearHigh","yearLow","grahamMinusPrice","DCF","DCFminusPrice","InsiderPurchased","TransactionCount","TransactionCountBand"
"GIS",68.85,36.3601521027622,69.95,56.67,-32.4898478972377,"71.2812712001292","2.4312712001292",0,0,"1-12"
"GLOB",257.61,44.6533759867564,354.62,202.58,-212.956624013244,"268.965417529331","11.355417529331",0,0,"1-12"
"GLPI",47.12,26.2722538087888,51.46,41.81,-20.8477461912112,"50.1873154666407","3.0673154666407",-1935489.24,3,"1-12"
"GLW",36.36,27.0881523106485,46.82,33.93,-9.27184768935154,"38.8461111111111","2.4861111111111",-1423830.35,9,"1-12"
"GM",42.96,79.9252455359633,67.21,39.75,36.9652455359633,"56.638936605317","13.678936605317",0,0,"1-12"
"GME",165,51.0724932954037,344.66,77.58,-113.927506704596,"182.512396694215","17.512396694215",10661687.1119,17,"12-45"
"GNE.PA",83,70.2836835240122,102.9,77.26,-12.7163164759878,"97.4133439963441","14.4133439963441",0,0,"1-12"
"GNRC",301,82.2262688482316,524.31,251.74,-218.773731151768,"303.293092375738","2.29309237573801",-5115516.935,6,"1-12"
"GOLD",24.94,18.5188409558172,26.07,17.27,-6.42115904418283,"27.9079595278246","2.9679595278246",0,0,"1-12"
"GOOG",2814,985.5109455756,3042,2151.62,-1828.4890544244,"2844.9599582569","30.9599582568999",-75603970.4486,100,"45<"
"GOOGL",2803.01,982.71818483415,3030.93,2145.21,-1820.29181516585,"2833.9171913634","30.9071913633998",-75603970.4486,100,"45<"
"GPC",125.93,58.5765936411465,142.97,115.19,-67.3534063588535,"130.885595925697","4.955595925697",-1342145.73,5,"1-12"
"GPN",139.78,80.9423713365668,220.81,116.75,-58.8376286634332,"146.546703019073","6.76670301907299",-63995,1,"1-12"
"GRMN",116.11,63.4899812817796,178.81,106.66,-52.6200187182204,"123.870229586154","7.760229586154",0,6,"1-12"
"GS",330.22,667.632535779947,426.16,318.55,337.412535779947,"1071.06586999716","740.84586999716",0,0,"1-12"
"GWO.TO",36.54,48.1780792933219,41.5,33.51,11.6380792933219,"43.0886288762207","6.5486288762207",0,0,"1-12"
"GWW",517.55,127.776459029984,527.06,391.16,-389.773540970015,"522.166858237548","4.61685823754806",0,0,"1-12"
"H",94.76,40.5755607819222,108.1,67.7,-54.1844392180778,"103.993367180677","9.23336718067699",27291668.36,100,"45<"
"H.TO",34.2,25.7080781542438,34.28,29.13,-8.49192184575625,"35.0994631089711","0.899463108971098",0,0,"1-12"
"HAL",38.58,16.5936467217579,39.38,17.82,-21.9863532782421,"41.9849217002237","3.4049217002237",-4657282.82,12,"12-45"
"HAS",84.45,39.0636757472887,105.73,81.16,-45.3863242527113,"91.5401225666907","7.0901225666907",-183794.19,3,"1-12"
"HBAN",14.44,23.3157875138273,17.79,13.01,8.87578751382732,"20.2551425762045","5.8151425762045",-128495,1,"1-12"
"HCA",250.75,39.5579370537364,272.26,185.21,-211.192062946264,"255.163661361756","4.413661361756",-3099418,1,"1-12"
"HD",301.89,23.7586631283692,420.61,298.4,-278.131336871631,"304.104555765595","2.21455576559504",41076077.65,35,"12-45"
"HEI",156.35,29.0839229041623,156.85,122.94,-127.266077095838,"157.135599257185","0.785599257184998",-8594165.5355,6,"1-12"
"HES",108.99,28.7401162430869,110.72,61.93,-80.2498837569131,"117.741612903226","8.751612903226",-88722482,96,"45<"
"HLT",150.71,9.86394319829162,160.96,114.7,-140.846056801708,"155.788291814947","5.07829181494699",-24246856.03,14,"12-45"
"HOLX",76.93,51.8512820388789,81.04,60.1,-25.0787179611211,"81.4362493742925","4.50624937429249",2603944.28,14,"12-45"
"HON",196.03,70.9288716266858,236.86,174.42,-125.101128373314,"211.898809730669","15.868809730669",-173322.45,3,"1-12"
"HPE",16.29,29.8643352258805,17.76,12.99,13.5743352258805,"19.2765470852018","2.9865470852018",234258.12,6,"1-12"
"HPQ",35.6,13.1120850575093,40.37,26.11,-22.4879149424907,"39.1854879065888","3.5854879065888",-4404318.3,11,"1-12"
"HRC",155.96,48.9682401424883,156.22,93.34,-106.991759857512,"160.026001466034","4.06600146603398",0,0,"1-12"
"HRL",52.42,22.0674502066126,53.19,40.48,-30.3525497933874,"53.5404390226086","1.1204390226086",-6704544.35279,22,"12-45"
"HSIC",89.34,49.786753017991,89.48,67.97,-39.553246982009,"90.1720695760124","0.832069576012401",-5137527.878,86,"45<"
"HST",19.55,1.77755250026662,20.25,14.67,-17.7724474997334,"20.6861396592989","1.1361396592989",0,0,"1-12"
"HSY",218.77,47.7702372807748,218.91,156.87,-170.999762719225,"220.412899887898","1.64289988789798",-3136053.2068,26,"12-45"
"HTHT",35.06,36.5380441791585,61.51,21.98,1.47804417915854,"52.5362682883332","17.4762682883332",0,0,"1-12"
"HUBB",185.55,79.6347082728276,212.54,170.76,-105.915291727172,"190.778519195612","5.22851919561199",0,0,"1-12"
"HUBS",490.93,27.6394315326223,866,378.88,-463.290568467378,"499.353553857497","8.42355385749698",-4526613.29,35,"12-45"
"HUM",441.41,253.135037222336,475.44,351.2,-188.274962777664,"467.639558873536","26.229558873536",8330.17,2,"1-12"
"HZNP",107.15,33.2342278778352,120.54,83.42,-73.9157721221648,"113.855336733377","6.705336733377",-18315051.5501,25,"12-45"
"IBKR",66.77,41.4942629283982,82.83,56.95,-25.2757370716018,"90.966724563653","24.196724563653",-28105313.99,49,"45<"
"IBM",130.15,55.1520561074262,146.11855,114.56,-74.9979438925738,"137.500982315249","7.35098231524898",962408.04,12,"12-45"
"ICE",132.7,80.879394395352,139.79,109.04,-51.820605604648,"133.772438162544","1.07243816254402",-6330241.173,8,"1-12"
"ICLR",246.63,78.5710050723791,313,193.25,-168.058994927621,"257.680854486458","11.050854486458",0,0,"1-12"
"IDXX",553.44,39.9122898975876,706.95,460.36,-513.527710102412,"555.108599547198","1.66859954719791",0,1,"1-12"
"IEX",192.16,70.0508640515082,240.33,181.66,-122.109135948492,"203.356335078534","11.196335078534",909984.95,1,"1-12"
"IFF",134.33,46.6115194437595,157.08,113.4,-87.7184805562405,"137.272386831276","2.942386831276",3911.14224000001,4,"1-12"
"IGM.TO",44.09,49.9041288098862,51.68,38.45,5.81412880988615,"49.4747653727413","5.3847653727413",0,0,"1-12"
"ILMN",363.9,89.2744734712751,526,302.79,-274.625526528725,"371.952287581699","8.05228758169903",-126161.44,1,"1-12"
"IMO.TO",61.58,48.8778463455799,61.96,30.64,-12.7021536544201,"64.602363855711","3.02236385571101",0,0,"1-12"
"INCY",79.94,40.6173704704107,88.26,61.91,-39.3226295295893,"89.2092622655772","9.2692622655772",29430769.6823,13,"12-45"
"INFO",108.61,40.2304963598083,135.82,90.99,-68.3795036401917,"109.340376277099","0.730376277098998",0,0,"1-12"
"INFY",24.61,5.84035825699545,26.39,17.24,-18.7696417430045,"25.2814136968526","0.6714136968526",0,0,"1-12"
"INTC",48.11,50.849776220813,68.49,43.63,2.73977622081303,"49.2913509544787","1.1813509544787",-310555.32,3,"1-12"
"INTU",483.93,79.2516658702508,716.86,385.66,-404.678334129749,"493.314615384615","9.38461538461502",-28162549.933,14,"12-45"
"INVH",41.04,13.1565975598397,45.8,32.07,-27.8834024401603,"42.0946079678962","1.0546079678962",0,0,"1-12"
"IP",46.3,48.5906950764859,61.808712,40.45,2.2906950764859,"49.6002038735984","3.30020387359841",0,0,"1-12"
"IPG",35.46,22.0947224590348,39.98,29.1,-13.3652775409652,"43.6390895447724","8.1790895447724",-1470036.96,2,"1-12"
"IQV",240.31,59.9039158579075,285.61,199,-180.406084142092,"247.450616832201","7.140616832201",0,0,"1-12"
"ISRG",305.54,59.8785408676795,369.69,250.07,-245.66145913232,"309.059356597601","3.51935659760096",0,0,"1-12"
"IT",299.46,30.2726398875919,369,185.27,-269.187360112408,"308.238363136336","8.778363136336",-721269.6,2,"1-12"
"ITUB",5.85,31.0298652436517,5.87,3.6,25.1798652436517,"28.1303979624909","22.2803979624909",0,0,"1-12"
"ITW",210.15,47.1178366181357,249.81,202.8,-163.032163381864,"215.003782581055","4.85378258105499",0,0,"1-12"
"IVZ",23.31,51.4521013930926,29.71,18.42,28.1421013930926,"27.9214690721649","4.6114690721649",208416165.9776,11,"1-12"
"JBHT",181.51,69.5145222166922,218.18,155.11,-111.995477783308,"184.854391978328","3.34439197832802",-163949.44,2,"1-12"
"JCI",66.49,35.8872477113072,81.77,59.53,-30.6027522886928,"68.3427250034669","1.8527250034669",-790903.52,21,"12-45"
"JD",59.09,85.6117490842392,92.69,41.56,26.5217490842392,"105.927196526981","46.837196526981",0,0,"1-12"
"JKHY",200.42,41.0888625946508,200.62,147.5,-159.331137405349,"201.09398027968","0.673980279680023",-2693991.6852,6,"1-12"
"JLL",236.61,227.486343219476,275.77,174.69,-9.12365678052427,"248.039616510088","11.429616510088",-9847800,18,"12-45"
"JNJ",178.19,70.8462164390298,180.21,155.72,-107.34378356097,"183.607726252805","5.41772625280501",-6829707.82532,49,"45<"
"JNPR",36.83,15.2909639363765,38.14,24.93,-21.5390360636235,"39.616167321051","2.786167321051",-6389047.4006,57,"45<"
"JPM",135.31,189.960138326185,172.96,127.27,54.6501383261847,"383.761941780133","248.451941780133",-67483454.152977,50,"45<"
"K",65.61,32.6999999683548,68.6,59.54,-32.9100000316452,"66.4422446230239","0.832244623023897",-17995415.922,5,"1-12"
"KER.PA",575.3,247.029066776809,798,523.8,-328.270933223191,"617.285587857224","41.985587857224",0,0,"1-12"
"KEY",21.66,33.8717468010665,27.17,17.9,12.2117468010665,"22.6136104548294","0.953610454829398",-122575.32,1,"1-12"
"KEYS",158.4,47.6743183930102,209.08,134.65,-110.72568160699,"169.432258064516","11.032258064516",-328087.3,12,"12-45"
"KHC",39.93,27.3725178556202,44.95,32.785,-12.5574821443798,"42.717216828479","2.787216828479",-3687128.99,2,"1-12"
"KIM",24.79,27.0843574134474,25.62,18.8,2.29435741344743,"25.4444247484772","0.654424748477201",0,0,"1-12"
"KKR",59.78,76.3410116206923,83.9,50.55,16.5610116206923,"77.7106520956096","17.9306520956096",0,0,"1-12"
"KL.TO",49.71,45.175475339418,58.43,40.07,-4.53452466058196,"53.6519202253714","3.9419202253714",0,0,"1-12"
"KLAC",360.27,81.5609942622542,457.12,285.89,-278.709005737746,"369.499527075278","9.22952707527804",-7513459.1,4,"1-12"
"KMB",125.03,13.5993883885707,145.79,117.32,-111.430611611429,"125.828344175044","0.798344175043994",0,0,"1-12"
"KMI",19.22,15.5158158704457,19.29,15.01,-3.70418412955432,"19.722867225408","0.502867225408",-54517.5,2,"1-12"
"KMX",98.49,52.4838844281574,155.98,95.04,-46.0061155718426,"99.2912874470881","0.8012874470881",0,0,"1-12"
"KO",62.87,16.4676870195365,63.02,52.28,-46.4023129804635,"65.0992817679558","2.2292817679558",-13770695.4668,11,"1-12"
"KOF",56,783.655116259424,59.07,46.17,727.655116259424,"56","0",0,0,"1-12"
"KR",57.48,23.4803915777693,62.58,35.6,-33.9996084222307,"59.759098873592","2.27909887359201",-52519072.209,100,"45<"
"KSU",293.59,79.9878176100988,315.39,196.38,-213.602182389901,"295.585440810051","1.99544081005104",0,0,"1-12"
"L.TO",110.88,62.1548849042439,116.88,67.74,-48.7251150957561,"116.438368495077","5.558368495077",0,0,"1-12"
"LAMR",118.3,32.2150582570461,124.32,94.56,-86.0849417429539,"119.284085541558","0.984085541558002",-154995.7214,3,"1-12"
"LBRDA",133.94,75.0523687827639,188.76,128.82,-58.8876312172361,"135.049968276409","1.10996827640901",14412392.93,13,"12-45"
"LBTYA",25.95,160.362066621325,30.58,23,134.412066621325,"27.5615545566363","1.6115545566363",-14349537.975,78,"45<"
"LDOS",108.3,60.4712424497989,109.62,81.07,-47.8287575502011,"113.383916083916","5.08391608391601",-32010069.2507,95,"45<"
"LEN",82.33,148.232942241815,117.54,79.52,65.9029422418151,"91.8379141934812","9.5079141934812",0,0,"1-12"
"LH",263.17,242.411551086056,317.17,249.7,-20.7584489139437,"278.274615384615","15.104615384615",-6188235.38,20,"12-45"
"LHX",253.17,145.191823352217,279.71,200.71,-107.978176647783,"257.951504065041","4.78150406504099",0,2,"1-12"
"LI",27.24,18.5978633584071,37.45,15.98,-8.64213664159292,"57.2987240917335","30.0587240917335",0,0,"1-12"
"LKQ",45.2,40.4805262556385,60.43,42.36,-4.71947374436155,"46.1296301948217","0.929630194821698",0,0,"1-12"
"LLY",292.67,37.0257408208377,295.33,178.58,-255.644259179162,"296.858416781747","4.18841678174698",-360303969.517,35,"12-45"
"LMT",445.98,140.930621975705,479.99,324.23,-305.049378024295,"458.851428571429","12.871428571429",-637819.3514,4,"1-12"
"LNC",65.67,136.036828911764,77.57,56.41,70.3668289117635,"79.7062777162881","14.0362777162881",0,0,"1-12"
"LNG",142.09,45.9070295661195,149.42,70.51,-96.1829704338805,"147.626277602524","5.536277602524",-1446177.0708,1,"1-12"
"LNT",63.29,38.0931873938175,63.3,53.8,-25.1968126061825,"63.4455644196251","0.155564419625101",0,0,"1-12"
"LOW",202.4,0,263.31,182.08,-202.4,"204.020886981402","1.62088698140198",-36140.8,9,"1-12"
"LR.PA",87.14,32.4226668006759,104.45,78.18,-54.7173331993241,"97.5123440377165","10.3723440377165",0,0,"1-12"
"LRCX",525.45,160.31335196254,731.85,466.06,-365.13664803746,"555.853681530416","30.403681530416",-22542308.24,25,"12-45"
"LSI",144.19,55.5145353955869,154.45,87.06,-88.6754646044131,"146.376355078364","2.18635507836402",-2966315,6,"1-12"
"LSXMA",45.89,31.4302248496593,56.26,40,-14.4597751503407,"47.6960261638769","1.8060261638769",-14805280.58,33,"12-45"
"LULU",367.44,65.0648145232106,485.83,278,-302.375185476789,"383.799032940835","16.359032940835",-10658764.28,28,"12-45"
"LUV",45.91,25.5579267359891,64.75,36.75,-20.3520732640109,"66.4701317957166","20.5601317957166",0,0,"1-12"
"LVS",39.52,8.59883989611409,64.33,31.26,-30.9211601038859,"41.9467015706806","2.4267015706806",0,0,"1-12"
"LYB",103.34,115.688281046098,118.02,84.17,12.3482810460978,"107.747185628743","4.40718562874299",-416035.14,12,"12-45"
"LYV",114.37,13.6714736976556,127.75,74.01,-100.698526302344,"136.196274662601","21.826274662601",-53170222.92,54,"45<"
"MA",363.97,38.6839769851756,401.5,305.61,-325.286023014824,"371.496369168357","7.52636916835695",-569765.9366,3,"1-12"
"MAA",213.32,73.8311860578543,231.63,144.29,-139.488813942146,"213.791252896406","0.471252896406014",119589.36,5,"1-12"
"MAR",173.68,18.0718043019191,184.99,127.23,-155.608195698081,"177.910185241421","4.230185241421",-489768.06,6,"1-12"
"MAS",51.55,5.3145996259296,71.06,50.47,-46.2354003740704,"55.2392430278884","3.6892430278884",0,0,"1-12"
"MCD",249.25,37.4015402806064,271.15,217.68,-211.848459719394,"255.515566790846","6.26556679084601",0,0,"1-12"
"MCHP",73.97,12.475865833294,90,64.26,-61.494134166706,"74.4873688100517","0.517368810051707",0,0,"1-12"
"MCK",307,9.11875309940448,310.48,180.42,-297.881246900595,"346.090909090909","39.090909090909",-1112947.38,3,"1-12"
"MCO",340.33,62.5283153914312,407.94,299.69,-277.801684608569,"349.9681053752","9.63810537520004",-1392998.55964,19,"12-45"
"MDB",454.45,32.3185518047742,590,238.01,-422.131448195226,"461.588572808738","7.13857280873799",-11271522.38,31,"12-45"
"MDLZ",63.53,36.5461031784426,69.47,57.63,-26.9838968215574,"66.0079874213836","2.4779874213836",0,0,"1-12"
"MDT",112.52,48.0301501459845,135.89,98.38,-64.4898498540155,"115.173618906942","2.653618906942",-706820,2,"1-12"
"MELI",1224.13,34.1627627051545,1970.13,858.99,-1189.96723729485,"1276.24157566955","52.1115756695499",173665.9175,5,"1-12"
"MET",70.5,115.632163726638,72.55,55.21,45.1321637266385,"93.5584311019094","23.0584311019094",-50391.65,9,"1-12"
"MG.TO",80.45,63.8057667561596,126,70.16,-16.6442332438404,"89.8176517318081","9.3676517318081",0,0,"1-12"
"MGA",64.33,66.7986520231651,104.28,54.6,2.46865202316513,"74.0657992073976","9.7357992073976",0,0,"1-12"
"MGM",41.87,27.3606113349313,51.17,35.72,-14.5093886650687,"51.5827495017709","9.7127495017709",0,41,"12-45"
"MGP",39.34,25.3016306069869,43.19,33.43,-14.0383693930131,"39.3932825376668","0.0532825376667958",-341440.89,8,"1-12"
"MKC",101.92,32.3786045297838,107.35,77.85,-69.5413954702162,"103.222592592593","1.302592592593",38994543.19184,100,"45<"
"MLM",385.06,162.878063743283,446.46,329.69,-222.181936256717,"389.187795527157","4.12779552715699",-205467.52,1,"1-12"
"MMC",171.68,55.1425529118514,175.12,123.45,-116.537447088149,"175.142450592885","3.46245059288501",-9252418.83,9,"1-12"
"MMM",149.69,77.3251470558219,208.95,139.74,-72.3648529441781,"157.487710575773","7.79771057577301",0,0,"1-12"
"MMP",49.61,0,53.85,43.58,-49.61,"49.6707192900514","0.0607192900514022",-822077.6077,2,"1-12"
"MNST",82.15,26.9688110541982,99.89,71.78,-55.1811889458018,"84.6251350494015","2.4751350494015",6766417.23,54,"45<"
"MO",52.71,5.18708215930007,53.96,42.53,-47.5229178406999,"55.1903493449782","2.4803493449782",0,0,"1-12"
"MOH",339.41,107.667306137654,347.62,229.69,-231.742693862346,"415.273247863248","75.863247863248",-1821673,4,"1-12"
"MOS",65.88,51.9334201896679,71.5,28.26,-13.9465798103321,"67.8880897703549","2.0080897703549",-12344757.55,53,"45<"
"MPC",84.81,125.248097537459,87.1,50.19,40.4380975374594,"93.498013136289","8.688013136289",-4060224.44,3,"1-12"
"MPLX",33.42,28.1263984642777,34.59,25.64,-5.29360153572232,"31.9467770204479","-1.4732229795521",0,0,"1-12"
"MPW",21.54,18.7552291302627,24.13,19.39,-2.78477086973734,"22.3088123618831","0.7688123618831",-13239510,5,"1-12"
"MPWR",463.6,56.6177553026432,580,301.53,-406.982244697357,"467.555216082922","3.95521608292199",0,0,"1-12"
"MRK",83.52,41.8504434458754,91.4,69.51336,-41.6695565541246,"86.72","3.2",89999.996805,4,"1-12"
"MRK.PA",75.3,41.8498738078895,80,58.31,-33.4501261921105,"78.499956443913","3.19995644391301",0,0,"1-12"
"MRO",25.75,19.1632727007478,26.22,9.7,-6.58672729925217,"26.4860406091371","0.736040609137099",-26937732.8835,29,"12-45"
"MRU.TO",71.57,43.1822159584276,72.85,55.5,-28.3877840415724,"73.3383458944863","1.7683458944863",0,0,"1-12"
"MRVL",71.07,0,93.85,40.79,-71.07,"71.9368026177912","0.866802617791208",-4087665.48,9,"1-12"
"MSCI",516,19.8133421037853,679.85,428.97,-496.186657896215,"533.007454114719","17.0074541147191",-735718.84,1,"1-12"
"MSFT",309.42,58.6232935643997,349.67,238.07,-250.7967064356,"310.964164037855","1.54416403785501",-3344226.50016,9,"1-12"
"MSI",238.14,6.22668662272142,273.65,184.55,-231.913313377279,"249.163529411765","11.023529411765",-43524800.2587,100,"45<"
"MT",32.84,112.761648334795,37.87,26.59,79.9216483347953,"36.6742105263158","3.83421052631579",0,0,"1-12"
"MTB",164.66,212.697647173325,186.95,128.46,48.0376471733248,"500.109189516505","335.449189516505",0,0,"1-12"
"MTCH",109.02,4.07433777049673,182,84.2,-104.945662229503,"111.592586929841","2.57258692984101",0,3,"1-12"
"MTD",1371.63,74.4576223428077,1714.75,1180,-1297.17237765719,"1375.83178850123","4.20178850122988",-18605277.63,24,"12-45"
"MTN",259.31,53.143670457529,376.24,221.38,-206.166329542471,"289.778355050456","30.468355050456",0,0,"1-12"
"MU",76.18,67.9601810661133,98.45,65.67,-8.21981893388671,"82.9836809815951","6.80368098159509",-440382.2,4,"1-12"
"MXIM",103.14,25.0643902703683,108.61,63.74,-78.0756097296317,"111.599342420036","8.45934242003599",0,0,"1-12"
"NDAQ",181.92,78.7756369049625,214.96,150.06,-103.144363095038,"184.254248711242","2.33424871124203",-1800000,2,"1-12"
"NDSN",227.93,80.8771187375254,272.28,197.2,-147.052881262475,"233.037297306501","5.10729730650098",-3908.47,2,"1-12"
"NEE",85.71,27.866424329886,93.73,69.79,-57.843575670114,"86.0340036507454","0.324003650745411",-317986.55,10,"1-12"
"NEM",82.78,30.0830686037525,83.02,52.6,-52.6969313962475,"89.02","6.23999999999999",-3232830.36,7,"1-12"
"NFLX",373.47,96.4682722601173,700.99,329.82,-277.001727739883,"386.720104962356","13.250104962356",0,0,"1-12"
"NI",32.08,24.3179290551788,32.09,23.48,-7.76207094482116,"32.2756774343481","0.195677434348099",29178.09246,1,"1-12"
"NICE",223.32,56.7466143770867,319.88,199.32,-166.573385622913,"229.358207622389","6.038207622389",0,0,"1-12"
"NIO",21.93,48.1247355397337,55.13,13.01,26.1947355397337,"213.919873907394","191.989873907394",0,0,"1-12"
"NKE",133.52,25.7852031389261,179.1,116.75,-107.734796861074,"139.664525910277","6.144525910277",0,0,"1-12"
"NLY",7.06,18.6430580452544,9.64,6.45,11.5830580452544,"7.99946459511694","0.939464595116941",0,0,"1-12"
"NOC",454.79,282.455886262481,490.82,322.9,-172.334113737519,"476.797481296758","22.007481296758",-1826791.2,1,"1-12"
"NOK",5.55,4.4861663200655,6.4,3.99,-1.0638336799345,"6.74217777435679","1.19217777435679",0,0,"1-12"
"NOKIA.PA",5.033,4.4861663200655,5.76,3.418,-0.546833679934498,"6.22517777435679","1.19217777435679",0,0,"1-12"
"NOW",548.69,21.9740102125233,707.6,448.27,-526.715989787477,"557.202315270936","8.51231527093591",-4236864.2918,38,"12-45"
"NSC",265.84,123.805247723516,299.2,238.62,-142.034752276484,"269.245032467532","3.40503246753201",-185856.16,5,"1-12"
"NTAP",82.2,15.1093228250251,96.82,72.04,-67.0906771749749,"102.23982300885","20.03982300885",-1513016.8,2,"1-12"
"NTES",95.81,287.626876511518,120.84,68.62,191.816876511518,"117.740698955179","21.930698955179",0,0,"1-12"
"NUAN",55.99,3.36582729234903,56,40.75,-52.624172707651,"56.625824827132","0.635824827131998",0,37,"12-45"
"NUE",149.26,159.726824544577,157.69,75.6,10.4668245445772,"157.382417156674","8.122417156674",-2468191.865,18,"12-45"
"NVDA",267.12,30.517049224296,346.47,134.59,-236.602950775704,"267.128333202358","0.00833320235801693",-75449898.56,20,"12-45"
"NVR",4531.41,2552.4376323644,5982.45,4466.07,-1978.9723676356,"5198.28406063747","666.87406063747",1384250,1,"1-12"
"NWSA",21.93,13.2340948643016,27.97,20.05,-8.6959051356984,"25.7006576728499","3.7706576728499",0,0,"1-12"
"NXPI",182.02,62.405301296,239.91,168.74,-119.614698704,"192.558271053269","10.538271053269",24039.45,1,"1-12"
"O",70.9,34.338300999852,72.55,62.5,-36.561699000148,"71.5234276731872","0.623427673187194",0,0,"1-12"
"ODFL",278.5,80.1854523120051,373.58,242.31,-198.314547687995,"282.482059537542","3.982059537542",0,0,"1-12"
"OKE",71.43,31.9147112293734,72.37,48.51,-39.5152887706266,"71.7572016504136","0.327201650413599",-2017950,1,"1-12"
"OKTA",148.79,69.1498517703289,287.44,135.46,-79.6401482296711,"150.481862431385","1.691862431385",-3710212.9736,100,"45<"
"OMC",82.7,52.8539579030227,91.61,65.76,-29.8460420969773,"107.379665738162","24.679665738162",-152821.89,2,"1-12"
"ON",59.63,24.850197258537,71.26,34.01,-34.779802741463,"62.9234015096177","3.29340150961769",-3581855.67,8,"1-12"
"ORCL",82.01,13.6671158817739,106.34,70.23,-68.3428841182261,"91.9696293845136","9.95962938451359",0,1,"1-12"
"ORLY",667.43,26.2164025466621,710.86,506.51,-641.213597453338,"672.659823801271","5.2298238012711",0,0,"1-12"
"OTEX",42.61,19.6384009437546,55.25,40.59,-22.9715990562454,"48.4872556576556","5.8772556576556",0,0,"1-12"
"OTEX.TO",53.31,19.6384009437546,69.79,51.87,-33.6715990562454,"59.1872556576556","5.8772556576556",0,0,"1-12"
"OXY",58.11,35.471968815238,63.24,21.62,-22.638031184762,"61.1185991074344","3.0085991074344",5640520718.5298,35,"12-45"
"PANW",611.11,30.3706395166403,635.89,322.23,-580.73936048336,"630.551908713693","19.441908713693",-38840651.458,34,"12-45"
"PAYC",350.98,34.2636199104125,558.97,283.91,-316.716380089587,"355.757075098814","4.77707509881401",0,0,"1-12"
"PAYX",138.87,23.706935409617,140.67,92.74,-115.163064590383,"141.618412040873","2.74841204087301",0,0,"1-12"
"PBR",15.1,27.0121385743013,15.2173,7.91,11.9121385743013,"16.7048510432137","1.6048510432137",0,0,"1-12"
"PBR-A",14.14,27.0121385743013,14.36,8.03,12.8721385743013,"15.7448510432137","1.6048510432137",0,0,"1-12"
"PCAR",85.22,62.7707838928507,97.56,77.96,-22.4492161071493,"95.0601262916188","9.8401262916188",0,4,"1-12"
"PCG",12.27,3.58737579297735,13.19,8.24,-8.68262420702265,"12.3531234256927","0.0831234256927011",-563870.4,2,"1-12"
"PCTY",209.83,16.0490638186866,314.495,154.26,-193.780936181313,"213.422700470651","3.59270047065098",-20055290.89,40,"12-45"
"PDD",42.65,91.436405520491,152.06,23.21,48.786405520491,"47.1491112688588","4.4991112688588",0,0,"1-12"
"PEG",71.06,28.7873537285711,71.09,58.96,-42.2726462714289,"72.6830158730159","1.6230158730159",40546.0205,2,"1-12"
"PEP",169.76,37.9442953343691,177.24,141.24,-131.815704665631,"173.788797696184","4.028797696184",0,0,"1-12"
"PFE",51.57,34.9441116126504,61.71,35.76,-16.6258883873496,"51.9105746320953","0.340574632095297",-2789366.511,10,"1-12"
"PFG",73.89,93.4588534971176,80.36,58.66,19.5688534971176,"82.6536226982337","8.7636226982337",28556.8,28,"12-45"
"PFPT",175.9,22.2591707509005,175.99,91.6,-153.640829249099,"191.779544344428","15.879544344428",0,0,"1-12"
"PG",155.09,48.5959887884534,165.35,130.29,-106.494011211547,"159.045401768551","3.95540176855098",0,7,"1-12"
"PH",282.2,140.809639106224,340,268.51,-141.390360893776,"287.803393013881","5.60339301388103",-153267.625,1,"1-12"
"PHM",42.37,69.8470126730226,63.91,41.83,27.4770126730226,"49.2145415653566","6.8445415653566",-294622.4,1,"1-12"
"PINS",24.81,7.52391229524742,88.83,21.92,-17.2860877047526,"27.1063407493198","2.2963407493198",-4416504.7448,15,"12-45"
"PKG",155.76,87.3908024206734,158.47,124.78,-68.3691975793266,"162.2968129134","6.53681291340001",0,0,"1-12"
"PKI",171.57,96.9009427698508,203.16,126.75,-74.6690572301492,"176.469509186167","4.89950918616699",-1110452.58,9,"1-12"
"PLD",165.8,73.6982147763682,169.93,107.77,-92.1017852236318,"166.527002594958","0.72700259495798",-203628,4,"1-12"
"PLTR",13.83,2.63656029857688,29.29,9.74,-11.1934397014231,"14.9960964317258","1.1660964317258",0,0,"1-12"
"PLUG",28.34,12.3687360424043,46.5,17.51,-15.9712639575957,"32.7852673378713","4.4452673378713",0,0,"1-12"
"PM",96.78,29.2299211944585,112.48,85.64,-67.5500788055415,"99.6676043673732","2.8876043673732",0,0,"1-12"
"PODD",279.02,6.65850381565131,324.81,193.7,-272.361496184349,"290.39045921372","11.37045921372",0,0,"1-12"
"POOL",425.03,98.7587304110226,582.27,351.87,-326.271269588977,"425.627699737043","0.597699737043001",4655.2,1,"1-12"
"POW.TO",38.65,384.39380081357,44.53,32.9,345.74380081357,"114.613381277562","75.963381277562",0,0,"1-12"
"PPD",47.28,4.70928725246565,47.41,31.54,-42.5707127475344,"49.4952709672209","2.2152709672209",0,0,"1-12"
"PPG",134.01,60.0935872521036,182.97,111.32,-73.9164127478964,"138.211505016722","4.201505016722",126200.768968,20,"12-45"
"PPL",29.02,28.0206299679059,30.72,25.27,-0.999370032094095,"33.6890785663013","4.6690785663013",0,0,"1-12"
"PPL.TO",47.6,36.3498762602052,48.04,36.19,-11.2501237397948,"47.6780399274047","0.0780399274046957",0,0,"1-12"
